	FIMM.ID	DRUG.NAME	Mechanism.Targets	Putative.Target.Protein	Class.explained	High.phase.Approval.status	Res_code	Alias	Activity.modifier	Active_inactive.in.clinic	Solvent	High.conc.(nM)	InChI	ChEMBL.ID	Drug_class
FIMM136534...Tirabrutinib	FIMM136534	Tirabrutinib	BTK inhibitor	BTK	B.Kinase inhibitor	Investigational (Ph 1)	ONO-4059	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136535...Resatorvid	FIMM136535	Resatorvid	TLR4 inhibitor	TLR4	D.Immunomodulatory	Investigational (Ph 3)	TAK-242	NA	NA	Inactive	DMSO	10000	NA	NA	Immunomodulatory
FIMM136536...Resiquimod	FIMM136536	Resiquimod	TLR7, TLR8 agonist	TLR7	D.Immunomodulatory	Investigational (Ph 2)	R-848	S28463	NA	NA	DMSO	10000	NA	NA	Immunomodulatory
FIMM136537...Motolimod	FIMM136537	Motolimod	TLR8 agonist	TLR8	D.Immunomodulatory	Investigational (Ph 2)	VTX-2337	NA	NA	NA	DMSO	10000	NA	NA	Immunomodulatory
FIMM136538...THZ2	FIMM136538	THZ2	CDK7 inhibitor	CDK7	B.Kinase inhibitor	Probe	THZ2	NA	irreversible	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136539...Glesatinib	FIMM136539	Glesatinib	MET, AXL, TIE, VEGFR, RON inhibitor	MET;MST1R;KDR;FLT4;TEK	B.Kinase inhibitor	Investigational (Ph 2)	MGDC-265	NA	NA	NA	DMSO	2500	YRCHYHRCBXNYNU-UHFFFAOYSA-N	NA	Kinase inhibitor
FIMM136540...Sitravatinib	FIMM136540	Sitravatinib	RET, TRK, PDGFR, VEGFR, KIT, DDR inhibitor	DDR2;RET;KIT;EPHA3;AXL;MERTK;NTRK1;FLT1;FLT3;FLT4;KDR;NTRK2;EPHB2;EPHB4;MST1R;RET;PDGFRA;DDR1;EPHA2;EPHA4;SRC;ROS1	B.Kinase inhibitor	Investigational (Ph 1)	MGDC-516	NA	NA	NA	DMSO	2500	WLAVZAAODLTUSW-UHFFFAOYSA-N	NA	Kinase inhibitor
FIMM136547...Lifirafenib_BGB_283	FIMM136547	Lifirafenib_BGB_283	Raf inhibitor	RAF1;BRAF;EGFR	B.Kinase inhibitor	Investigational (Ph 1)	BGB-283	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136548...Asciminib	FIMM136548	Asciminib	Allosteric ABL inhibitor, blocks myristoyl binding	ABL1	B.Kinase inhibitor	Investigational (Ph 1)	ABL001	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136549...Eribulin	FIMM136549	Eribulin	Mitotic inhibitor, microtubule depolymerizer	TUBB1	A.Conv.Chemo	Approved	E7389	ER-086526	NA	NA	DMSO	1000	UFNVPOGXISZXJD-JBQZKEIOSA-N	CHEMBL1683590	Conv.Chemo
FIMM136551...Brigatinib	FIMM136551	Brigatinib	ALK inhibitor, including gatekeeper mutant ALK	ALK;ROS1;IGF1R;EGFR;INSR;ABL1;FLT3;MET;ERBB2;ERBB4	B.Kinase inhibitor	Approved (US)	AP26113	NA	NA	NA	DMSO	1000	AILRADAXUVEEIR-UHFFFAOYSA-N	NA	Kinase inhibitor
FIMM136552...Selonsertib	FIMM136552	Selonsertib	ASK1 inhibitor	MAP3K5	B.Kinase inhibitor	Investigational (Ph 2)	GS-4997	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136553...Pirfenidone	FIMM136553	Pirfenidone	Antifibrotic and anti-inflammatory	TGFB1;FURIN	D.Immunomodulatory	Approved	NA	NA	NA	NA	DMSO	10000	NA	NA	Immunomodulatory
FIMM136554...CPI_0610	FIMM136554	CPI-0610	BET family inhibitor	BRD2;BRD3;BRD4	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	CPI-0610	NA	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136555...CPI_360	FIMM136555	CPI-360	EZH2 inhibitor	EZH2	E.Differentiating.epigenetic modifier	Probe	CPI-360	NA	NA	inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136556...Serabelisib	FIMM136556	Serabelisib	PI3K alpha selective inhibitor	PIK3CA	B.Kinase inhibitor	Investigational (Ph 2)	MLN1117	TAK-117, INK1117	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136557...NVP_SHP099	FIMM136557	NVP-SHP099	SHP2 inhibitor	PTPN11	X.Other	Probe	NVP-SHP099	SHP099	NA	Inactive	DMSO	10000	NA	NA	Other
FIMM136559...Olmutinib	FIMM136559	Olmutinib	EGFR (L858R and T790M) inhibitor	EGFR;BTK	B.Kinase inhibitor	Investigational (Ph 2)	BI 1482694	HM71224	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136561...Altiratinib	FIMM136561	Altiratinib	MET, Tie-2 inhibitor	MET;NTRK1;NTRK3;NTRK2;TEK;FLT3;KIT;KDR	B.Kinase inhibitor	Investigational (Ph 1)	DCC-2071	DP5164	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136562...AZD0156	FIMM136562	AZD0156	ATM inhibitor	ATM	B.Kinase inhibitor	Investigational (Ph 1)	AZD0156	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136563...Acalabrutinib	FIMM136563	Acalabrutinib	BTK inhibitor	BTK	B.Kinase inhibitor	Investigational (Ph 3)	ACP-196	NA	irreversible	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136564...Trifluridine	FIMM136564	Trifluridine	Antimetabolite, Nucleoside analog	TYMS	A.Conv.Chemo	Approved	NA	trifluorothymidine	NA	NA	DMSO	10000	NA	NA	Conv.Chemo
FIMM136565...AZD3759	FIMM136565	AZD3759	EGFR inhibitor, BBB penetrable	EGFR	B.Kinase inhibitor	Investigational (Ph 2)	AZD3759	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136566...Salinomycin	FIMM136566	Salinomycin	Ionophore	ABCB1	X.Other	Veterinary approval	NA	NA	NA	inactive	DMSO	50000	KQXDHUJYNAXLNZ-XQSDOZFQSA-N	ChEMBL1208572	Other
FIMM136567...Mivebresib	FIMM136567	Mivebresib	BET family inhibitor	BRD2;BRD3;BRD4	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	ABBV-075	NA	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136568...VLX1570	FIMM136568	VLX1570	Proteasome deubiquitinase inhibitor	USP14	L.Protease.proteasome inhibitor	Investigational (Ph 2)	VLX1570	NA	NA	NA	DMSO	10000	NA	NA	Protease.proteasome inhibitor
FIMM136569...A_366	FIMM136569	A-366	G9a, GLP inhibitor	EHMT2	E.Differentiating.epigenetic modifier	Probe	A-366	NA	NA	inactive	DMSO	25000	NA	NA	Differentiating.epigenetic modifier
FIMM136571...LY_2584702	FIMM136571	LY-2584702	p70S6K inhibitor	RPS6KB1	B.Kinase inhibitor	Investigational (Ph 1)	LY-2584702	NA	NA	Inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136572...Taladegib	FIMM136572	Taladegib	Smothened (Hh) inhibitor	SMO	M.Hedgehog inhibitor	Investigational (Ph 2)	LY2940680	NA	NA	NA	DMSO	10000	NA	NA	Hedgehog inhibitor
FIMM136573...Acitretin	FIMM136573	Acitretin	Retinoic acid receptor agonist	RARA;RARB;RXRA;RXRB;RXRG	E.Differentiating.epigenetic modifier	Approved (non-oncology)	Ro 10-1670	NA	NA	NA	DMSO	10000	IHUNBGSDBOWDMA-AQFIFDHZSA-N	CHEMBL1131	Differentiating.epigenetic modifier
FIMM136574...NVP_BHG712	FIMM136574	NVP-BHG712	EphB4 inhibitor	EPHB4	B.Kinase inhibitor	Probe	NVP-BHG712	BHG712	NA	inactive	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136575...Necrostatin_2	FIMM136575	Necrostatin_2	Necroptosis inhibitor	RIPK1	G.Apoptotic modulator	Probe	NA	Necrostatin 2	NA	inactive	DMSO	10000	NA	NA	Apoptotic modulator
FIMM136576...Tucidinostat	FIMM136576	Tucidinostat	HDAC1, 2, 3 and 10 inhibitor	HDAC1;HDAC2;HDAC3;HDAC10	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	HBI-8000	CS055, chiamide	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136577...Vesatolimod	FIMM136577	Vesatolimod	TLR7 agonist	TLR7	D.Immunomodulatory	Investigational (Ph 2)	GS-9620	NA	NA	NA	DMSO	10000	NA	NA	Immunomodulatory
FIMM136578...AMG_337	FIMM136578	AMG-337	MET inhibitor	MET	B.Kinase inhibitor	Investigational (Ph 2)	AMG-337	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136579...Vidofludimus	FIMM136579	Vidofludimus	DHODH inhibitor	DHODH	E.Differentiating.epigenetic modifier	Investigational (Ph 2)	4SC-101	SC12267	NA	inactive	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136580...ML390	FIMM136580	ML390	DHODH inhibitor	DHODH	E.Differentiating.epigenetic modifier	Probe	ML390	NA	NA	NA	DMSO	50000	NA	NA	Differentiating.epigenetic modifier
FIMM136581...E7820	FIMM136581	E7820	Integrin alpha2 expression inhibitor	ITGA2	X.Other	Investigational (Ph 2)	E7820	NA	NA	NA	DMSO	50000	NA	NA	Other
FIMM136582...JPH203	FIMM136582	JPH203	LAT1 inhibitor	SLC7A5	X.Other	Probe	JPH203	KYT-0353	NA	NA	DMSO	5000	NA	NA	Other
FIMM136583...GDC_0084	FIMM136583	GDC-0084	PI3K, mTOR inhibitor	PIK3CA;PIK3CB;PIK3CD;PIK3CG;MTOR	B.Kinase inhibitor	Investigational (Ph 1)	GDC-0084	RG7666	BBB penetrant	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136584...PF06650833	FIMM136584	PF06650833	IRAK4 inhibitor	IRAK4	B.Kinase inhibitor	Investigational (Ph 2)	PF-06650833	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136585...Avadomide_CC122	FIMM136585	Avadomide_CC122	IMiD immunomodulator	CRBN	D.Immunomodulatory	Investigational (Ph 2)	CC-122	NA	NA	NA	DMSO	10000	NA	NA	Immunomodulatory
FIMM136586...Amcasertib	FIMM136586	Amcasertib	Cancer stem cell kinase inhibitor	NANOG	B.Kinase inhibitor	Investigational (Ph 2)	BBI503	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136587...Eltanexor	FIMM136587	Eltanexor	XPO1 CRM1 inhibitor	XPO1	G.Apoptotic modulator	Investigational (Ph 2)	KPT-8602	NA	NA	NA	DMSO	10000	NA	NA	Apoptotic modulator
FIMM136588...PIM_447	FIMM136588	PIM-447	PIM1, 2, 3 kinase inhibitor	PIM1	B.Kinase inhibitor	Investigational (Ph 1)	NVP-PIM447	PIM447	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136589...EPZ031686	FIMM136589	EPZ031686	SMYD3 inhibitor	SMYD3	E.Differentiating.epigenetic modifier	Probe	EPZ031686	NA	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136590...Vinflunine	FIMM136590	Vinflunine	Mitotic inhibitor, Vinca alkaloid microtubule depolymerizer	TUBB	A.Conv.Chemo	Approved	F-12158	BMS-710485	NA	NA	DMSO	1000	NMDYYWFGPIMTKO-KLCPSUAYSA-N	CHEMBL2110725	Conv.Chemo
FIMM136591...Ensartinib	FIMM136591	Ensartinib	ALK inhibitor	ALK;MET;NTRK1;NTRK3;ROS1	B.Kinase inhibitor	Investigational (Ph 3)	X-396	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136592...GSK2256098	FIMM136592	GSK2256098	FAK inhibitor	PTK2	B.Kinase inhibitor	Investigational (Ph 2)	GSK2256098	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136593...GDC_0853	FIMM136593	GDC-0853	BTK inhibitor	BTK	B.Kinase inhibitor	Investigational (Ph 2)	GDC-0853	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136594...Erdafitinib	FIMM136594	Erdafitinib	FGFR inhibitor	FGFR1;FGFR2;FGFR3;FGFR4	B.Kinase inhibitor	Investigational (Ph 2)	JNJ-42756493	NA	NA	NA	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136595...Larotrectinib	FIMM136595	Larotrectinib	TRK inhibitor	NTRK1	B.Kinase inhibitor	Investigational (Ph 2)	LOXO-101	ARRY-470	NA	NA	DMSO	1000	PXHANKVTFWSDSG-QLOBERJESA-N	NA	Kinase inhibitor
FIMM136596...Senexin_B	FIMM136596	Senexin_B	CDK8 and 19 inhibitor	CDK8;CDK19	B.Kinase inhibitor	Probe	NA	Senexin B	NA	inactive	DMSO	1000	NA	NA	Kinase inhibitor
FIMM136597...BAY_1436032	FIMM136597	BAY-1436032	IDH1 R132H and R132C inhibitor	IDH1	E.Differentiating.epigenetic modifier	Investigational (Ph 1)	BAY-1436032	NA	NA	NA	DMSO	10000	NA	NA	Differentiating.epigenetic modifier
FIMM136598...Saridegib	FIMM136598	Saridegib	Smothened (Hh) inhibitor	SMO	M.Hedgehog inhibitor	Investigational (Ph 2)	IPI-926	NA	NA	NA	DMSO	10000	NA	NA	Hedgehog inhibitor
FIMM136599...Upadacitinib	FIMM136599	Upadacitinib	JAK1-selective inhibitor	JAK1;JAK2	B.Kinase inhibitor	Investigational (Ph 3)	ABT-494	NA	NA	NA	DMSO	10000	NA	NA	Kinase inhibitor
FIMM136600...S_63845	FIMM136600	S-63845	MCL-1 inhibitor	MCL1	G.Apoptotic modulator	Probe	S63845	NA	NA	NA	DMSO	1000	NA	NA	Apoptotic modulator
FIMM136615...Erastin	FIMM136615	Erastin	VDAC inhibitor, induces ferroptosis	VDAC2	H.Metabolic modifier	Probe	NA	NA	NA	NA	DMSO	10000	NA	NA	Metabolic modifier
FIMM136616...RSL3	FIMM136616	RSL3	GPX4 inhibitor, induces ferroptosis	GPX4	H.Metabolic modifier	Probe	NA	NA	NA	NA	DMSO	10000	NA	NA	Metabolic modifier
